"tipo","Barrio","cant_hab","cant_bath","superficie","precio"
"Departamento","Palermo",2,1,76,278000
"Departamento","Palermo",2,1,45,139000
"Departamento","Palermo",2,2,63,165000
"Departamento","Palermo",2,1,45,152000
"Departamento","Palermo",2,1,37,100000
"Departamento","Palermo",2,1,45,150000
"Departamento","Palermo",2,1,42,169000
"Departamento","Palermo",2,1,42,111000
"Departamento","Palermo",2,1,42,169000
"Departamento","Palermo",1,1,42,138000
"Departamento","Palermo",2,1,42,155000
"Departamento","Palermo",2,1,92,166000
"Departamento","Palermo",2,1,42,111000
"Departamento","Belgrano",2,1,46,130000
"Departamento","Belgrano",2,1,38,138000
"Departamento","Belgrano",2,1,51,290000
"Departamento","Belgrano",2,1,53,147000
"Departamento","Belgrano",2,1,46,139000
"Departamento","Belgrano",2,1,92,270000
"Departamento","Belgrano",2,1,36,102000
"Departamento","Floresta",2,1,37,80000
"Departamento","Paternal",2,1,42,100000
"Departamento","Recoleta",2,1,39,158000
"Departamento","Recoleta",2,1,55,200000
"Departamento","Recoleta",1,1,31,110000
"Departamento","Recoleta",2,1,39,158000
"Departamento","Recoleta",2,1,39,158000
"Departamento","Recoleta",1,1,30,125000
"Departamento","Recoleta",2,1,39,158000
"Departamento","Recoleta",2,1,42,105000
"Departamento","Recoleta",2,1,39,158000
"Departamento","Saavedra",2,1,31,69500
"Departamento","Balvanera",2,1,36,77000
"Departamento","Balvanera",2,1,40,79500
"Departamento","Balvanera",2,1,49,92000
"Departamento","Balvanera",2,1,40,82000
"Departamento","Balvanera",2,1,62,110000
"Departamento","Caballito",2,2,51,147000
"Departamento","Caballito",2,2,51,147000
"Departamento","Caballito",2,1,48,124000
"Departamento","Caballito",2,1,48,105000
"Departamento","Caballito",2,1,48,148000
"Departamento","Chacarita",2,1,45,110000
"Departamento","Chacarita",2,1,45,109000
"Departamento","Chacarita",2,1,42,112000
"Departamento","Chacarita",2,1,41,110000
"Departamento","Mataderos",2,1,33,79000
"Departamento","Colegiales",2,1,55,120000
"Departamento","Colegiales",2,1,41,140000
"Departamento","Barrio Norte",2,1,50,183000
"Departamento","Barrio Norte",2,1,42,115000
"Departamento","Barrio Norte",2,2,53,179204
"Departamento","Barrio Norte",1,1,35,140000
"Departamento","Barrio Norte",2,2,41,142758
"Departamento","Barrio Norte",2,1,50,170000
"Departamento","Barrio Norte",2,2,37,124413
"Departamento","Barrio Norte",2,1,39,152000
"Departamento","Barrio Norte",2,1,35,110000
"Departamento","Barrio Norte",2,1,44,138000
"Departamento","Barrio Norte",2,2,41,136413
"Departamento","Las Cañitas",2,3,162,360000
"Departamento","Las Cañitas",2,1,48,139000
"Departamento","Monte Castro",1,1,28,95700
"Departamento","San Nicolás",1,1,36,90000
"Departamento","Villa Crespo",2,1,56,142000
"Departamento","Villa Crespo",2,1,50,112900
"Departamento","Villa Crespo",2,1,40,90000
"Departamento","Villa Crespo",2,1,50,158000
"Departamento","Villa Crespo",2,2,63,165000
"Departamento","Villa Crespo",2,1,46,98000
"Departamento","Villa Crespo",2,1,43,118000
"Departamento","Villa Crespo",2,1,48,168500
"Departamento","Villa Crespo",2,1,44,110000
"Departamento","Villa Crespo",2,2,63,165000
"Departamento","Villa Crespo",2,1,54,158000
"Departamento","Villa Crespo",2,1,54,108000
"Departamento","Villa Crespo",2,1,37,88000
"Departamento","Villa Crespo",2,1,42,104000
"Departamento","Villa Crespo",2,1,42,112000
"Departamento","Villa Crespo",2,1,34,79800
"Departamento","Villa Crespo",2,1,38,105573
"Departamento","Villa Crespo",2,1,32,82400
"Departamento","Villa Crespo",2,1,42,130000
"Departamento","Villa Crespo",2,1,62,110000
"Departamento","Villa Crespo",2,1,41,95000
"Departamento","Villa Crespo",2,1,63,125000
"Departamento","Villa Crespo",2,1,38,103573
"Departamento","Villa Crespo",2,1,42,112000
"Departamento","Villa Crespo",2,1,37,85000
"Departamento","Villa Crespo",2,1,38,84102
"Departamento","Villa Crespo",2,1,66,190000
"Departamento","Villa Crespo",2,1,36,87000
"Departamento","Villa Crespo",2,1,39,89000
"Departamento","Villa Devoto",1,1,37,99000
"Departamento","Villa Devoto",1,1,37,96000
"Departamento","Villa Devoto",1,1,37,96000
"Departamento","Villa Devoto",1,1,54,115000
"Departamento","Puerto Madero",2,1,80,440000
"Departamento","Puerto Madero",1,2,87,515000
"Departamento","Puerto Madero",1,1,98,565000
"Departamento","Villa Ortuzar",1,1,30,79000
"Departamento","Villa Ortuzar",1,1,30,79000
"Departamento","Villa Urquiza",2,1,50,140000
"Departamento","Villa Urquiza",1,1,39,95000
"Departamento","Villa Urquiza",2,2,57,157000
"Departamento","Villa Urquiza",1,1,32,115000
"Departamento","Villa Urquiza",2,2,57,130000
"Departamento","Villa Urquiza",2,1,40,108000
"Departamento","Villa Santa Rita",1,1,32,115000
"Departamento","Villa del Parque",1,1,32,115000
"Departamento","Parque Centenario",2,1,37,85000
"Departamento","Parque Centenario",2,1,50,105000
"Departamento","Parque Centenario",2,1,50,113000
"Departamento","Parque Centenario",2,1,47,80000
"Departamento","Villa Pueyrredón",2,2,45,135000
"Departamento","Villa General Mitre",2,2,54,112500
"Departamento","Villa General Mitre",2,2,51,147000
"Departamento","Villa General Mitre",2,2,51,147000
"Departamento","Villa General Mitre",2,2,51,147000
"Departamento","Centro / Microcentro",2,1,38,75000
"PH","Nuñez",3,1,70,234000
"PH","Almagro",3,2,67,120000
"PH","Palermo",3,2,84,230000
"PH","Palermo",3,2,84,230000
"PH","Balvanera",3,2,66,150000
"PH","Caballito",3,2,57,95000
"PH","Caballito",3,2,67,120000
"PH","Chacarita",3,1,63,127000
"PH","Chacarita",3,1,125,260000
"PH","Villa Crespo",3,2,67,120000
"PH","Villa Crespo",3,1,81,180000
"PH","San Cristobal",5,2,158,168000
"PH","Villa Urquiza",3,1,68,189000
"PH","Villa del Parque",3,2,89,190000
"PH","Parque Centenario",3,2,67,120000
"Departamento","Once",3,1,81,175000
"Departamento","Once",3,1,81,175000
"Departamento","Flores",3,2,80,142000
"Departamento","Flores",3,1,57,120000
"Departamento","Nuñez",3,1,61,238000
"Departamento","Nuñez",3,2,57,215000
"Departamento","Nuñez",3,1,80,305000
"Departamento","Nuñez",3,1,69,240000
"Departamento","Almagro",3,3,85,185000
"Departamento","Almagro",3,2,65,217000
"Departamento","Almagro",3,1,57,153000
"Departamento","Almagro",3,2,73,190000
"Departamento","Almagro",3,1,45,105000
"Departamento","Almagro",3,1,45,105000
"Departamento","Almagro",3,2,78,184000
"Departamento","Almagro",3,1,49,153000
"Departamento","Almagro",3,1,73,215000
"Departamento","Almagro",3,1,67,200000
"Departamento","Almagro",3,2,70,175000
"Departamento","Almagro",3,1,75,215000
"Departamento","Almagro",3,2,67,120000
"Departamento","Almagro",3,1,48,125000
"Departamento","Almagro",3,1,96,169900
"Departamento","Almagro",3,2,86,210000
"Departamento","Almagro",3,1,82,249000
"Departamento","Almagro",3,1,55,120000
"Departamento","Almagro",3,1,67,220000
"Departamento","Almagro",3,1,45,105000
"Departamento","Almagro",3,2,96,190000
"Departamento","Almagro",3,2,87,173000
"Departamento","Almagro",3,2,90,290000
"Departamento","Almagro",3,2,65,217000
"Departamento","Almagro",3,1,50,145000
"Departamento","Almagro",3,2,86,210000
"Departamento","Almagro",3,1,56,145000
"Departamento","Almagro",3,1,55,135000
"Departamento","Almagro",3,2,77,230000
"Departamento","Almagro",3,1,64,133000
"Departamento","Almagro",3,1,58,138000
"Departamento","Almagro",3,1,70,220000
"Departamento","Palermo",3,2,82,334000
"Departamento","Palermo",3,2,72,224999
"Departamento","Palermo",3,3,87,415000
"Departamento","Palermo",3,2,82,334000
"Departamento","Palermo",3,1,66,174000
"Departamento","Palermo",3,2,76,200000
"Departamento","Palermo",4,2,128,396991
"Departamento","Palermo",3,2,64,145000
"Departamento","Palermo",3,2,85,265000
"Departamento","Palermo",3,1,69,273000
"Departamento","Palermo",3,2,78,520000
"Departamento","Palermo",3,2,93,309000
"Departamento","Palermo",3,1,80,189000
"Departamento","Palermo",3,1,78,199000
"Departamento","Palermo",3,2,184,295000
"Departamento","Palermo",3,2,72,199999
"Departamento","Palermo",3,3,87,415000
"Departamento","Palermo",3,2,72,224999
"Departamento","Palermo",3,2,128,750000
"Departamento","Palermo",3,2,184,295000
"Departamento","Palermo",3,1,72,232000
"Departamento","Palermo",3,2,72,224999
"Departamento","Palermo",3,1,58,158000
"Departamento","Palermo",3,2,72,199999
"Departamento","Palermo",3,1,63,165000
"Departamento","Palermo",3,1,63,165000
"Departamento","Palermo",3,1,70,220000
"Departamento","Palermo",3,1,69,285000
"Departamento","Palermo",4,2,120,495000
"Departamento","Palermo",3,1,86,350000
"Departamento","Palermo",3,2,99,280000
"Departamento","Palermo",3,2,72,220000
"Departamento","Palermo",3,2,76,200000
"Departamento","Palermo",3,2,77,550000
"Departamento","Palermo",3,1,64,190000
"Departamento","Palermo",3,1,70,235000
"Departamento","Palermo",3,1,80,149000
"Departamento","Palermo",3,1,73,295000
"Departamento","Palermo",3,1,65,135000
"Departamento","Palermo",3,2,75,270000
"Departamento","Palermo",3,2,85,225000
"Departamento","Palermo",3,1,64,145000
"Departamento","Palermo",3,2,72,224999
"Departamento","Palermo",3,1,63,165000
"Departamento","Belgrano",3,1,67,190000
"Departamento","Belgrano",3,3,174,630000
"Departamento","Belgrano",3,2,136,374000
"Departamento","Belgrano",3,2,98,295000
"Departamento","Belgrano",3,3,92,335000
"Departamento","Belgrano",3,1,56,145000
"Departamento","Belgrano",3,3,85,417500
"Departamento","Belgrano",3,3,85,460000
"Departamento","Belgrano",3,3,85,410000
"Departamento","Belgrano",3,2,98,295000
"Departamento","Belgrano",2,1,36,102000
"Departamento","Belgrano",3,3,94,315000
"Departamento","Belgrano",3,1,84,275000
"Departamento","Belgrano",3,3,94,350000
"Departamento","Belgrano",3,2,81,229000
"Departamento","Belgrano",3,1,50,169000
"Departamento","Belgrano",3,3,167,595000
"Departamento","Belgrano",3,1,65,190000
"Departamento","Belgrano",3,1,57,190000
"Departamento","Congreso",3,2,108,260000
"Departamento","Paternal",3,1,68,98500
"Departamento","Recoleta",3,1,47,145000
"Departamento","Recoleta",3,1,53,200000
"Departamento","Recoleta",3,1,74,315000
"Departamento","Recoleta",3,1,62,219000
"Departamento","Recoleta",3,1,62,255000
"Departamento","Recoleta",3,1,62,219000
"Departamento","Recoleta",3,3,87,285000
"Departamento","Recoleta",3,1,99,365000
"Departamento","Recoleta",3,2,75,270000
"Departamento","Recoleta",3,1,85,285000
"Departamento","Recoleta",3,2,85,215000
"Departamento","Recoleta",3,1,68,227000
"Departamento","Balvanera",3,1,87,170000
"Departamento","Balvanera",3,2,70,240000
"Departamento","Balvanera",3,2,70,240000
"Departamento","Balvanera",3,2,70,240000
"Departamento","Caballito",3,2,67,120000
"Departamento","Caballito",3,1,70,166900
"Departamento","Caballito",3,2,57,95000
"Departamento","Chacarita",3,1,72,153000
"Departamento","Mataderos",3,1,53,120000
"Departamento","Monserrat",3,1,45,89000
"Departamento","Monserrat",3,1,45,89000
"Departamento","San Telmo",3,2,70,160000
"Departamento","San Telmo",3,2,70,160000
"Departamento","Colegiales",3,2,77,257000
"Departamento","Colegiales",3,2,70,239000
"Departamento","Barrio Norte",3,1,62,219000
"Departamento","Barrio Norte",3,1,78,240000
"Departamento","Barrio Norte",3,1,83,240000
"Departamento","Barrio Norte",3,1,62,255000
"Departamento","Barrio Norte",3,1,70,220000
"Departamento","Las Cañitas",3,1,67,189000
"Departamento","San Nicolás",3,2,80,152000
"Departamento","San Nicolás",3,1,72,159000
"Departamento","San Nicolás",3,1,66,109000
"Departamento","San Nicolás",3,1,72,159000
"Departamento","Villa Crespo",3,1,54,112000
"Departamento","Villa Crespo",3,1,51,105000
"Departamento","Villa Crespo",3,1,64,133000
"Departamento","Villa Crespo",3,1,60,99000
"Departamento","Villa Crespo",3,1,55,112000
"Departamento","Villa Crespo",3,1,75,148500
"Departamento","Villa Crespo",3,1,65,127000
"Departamento","Villa Crespo",3,1,61,146000
"Departamento","Villa Crespo",3,1,59,112000
"Departamento","Villa Crespo",3,1,62,176000
"Departamento","Villa Crespo",3,2,73,190000
"Departamento","Villa Crespo",3,1,75,148500
"Departamento","Villa Crespo",3,2,140,340000
"Departamento","Villa Crespo",3,1,90,275000
"Departamento","Villa Crespo",3,2,68,185000
"Departamento","Villa Crespo",3,1,58,138000
"Departamento","Villa Crespo",3,1,72,180000
"Departamento","Villa Crespo",3,2,78,162500
"Departamento","Villa Crespo",3,1,78,245000
"Departamento","Villa Crespo",3,1,58,152000
"Departamento","Villa Crespo",3,1,70,220000
"Departamento","Villa Crespo",3,1,75,148500
"Departamento","Villa Crespo",3,1,51,105000
"Departamento","Villa Crespo",3,2,67,120000
"Departamento","Villa Crespo",3,2,77,235500
"Departamento","Villa Crespo",3,2,63,165000
"Departamento","Villa Crespo",3,1,68,153000
"Departamento","Villa Crespo",3,2,75,245000
"Departamento","Villa Devoto",3,1,50,133000
"Departamento","Constitución",3,1,57,72000
"Departamento","Puerto Madero",3,2,98,687000
"Departamento","San Cristobal",3,1,60,115000
"Departamento","Villa Urquiza",3,2,76,210000
"Departamento","Villa Urquiza",3,2,56,198000
"Departamento","Villa Urquiza",3,2,77,202100
"Departamento","Villa Urquiza",3,2,78,268000
"Departamento","Villa Urquiza",3,2,77,175100
"Departamento","Villa Urquiza",3,2,80,268000
"Departamento","Parque Centenario",3,2,79,269000
"Departamento","Parque Centenario",3,1,56,137000
"Departamento","Parque Centenario",3,1,90,275000
"Departamento","Parque Centenario",3,2,140,340000
"Departamento","Parque Centenario",3,2,78,184000
"Departamento","Parque Centenario",3,1,50,145000
"Departamento","Parque Centenario",3,1,73,215000
"Departamento","Parque Centenario",3,2,67,120000
"Departamento","Parque Centenario",3,1,69,155000
"Departamento","Parque Centenario",3,2,95,207000
"Departamento","Parque Centenario",3,1,61,146000
"Departamento","Villa Pueyrredón",3,2,60,199000
"Departamento","Villa Pueyrredón",3,1,62,235000
"PH","Almagro",4,4,120,280000
"PH","Almagro",4,2,102,255000
"PH","Palermo",4,1,85,215000
"PH","Palermo",4,1,77,239000
"PH","Palermo",4,1,77,239000
"PH","Palermo",4,1,100,400000
"PH","Palermo",4,1,120,345000
"PH","Balvanera",4,1,124,140000
"PH","Villa Urquiza",4,1,90,270000
"PH","Velez Sarsfield",4,2,260,300000
"Departamento","Once",4,1,130,169000
"Departamento","Once",4,1,56,143000
"Departamento","Flores",4,1,78,155000
"Departamento","Nuñez",4,3,177,500000
"Departamento","Nuñez",4,2,85,240000
"Departamento","Retiro",4,4,163,950000
"Departamento","Retiro",5,3,133,370000
"Departamento","Almagro",4,2,124,219000
"Departamento","Almagro",4,1,130,169000
"Departamento","Almagro",4,1,104,261000
"Departamento","Almagro",4,1,148,265000
"Departamento","Almagro",4,1,72,172000
"Departamento","Almagro",4,1,130,255000
"Departamento","Almagro",4,1,100,145000
"Departamento","Almagro",4,2,90,229000
"Departamento","Almagro",4,1,104,261000
"Departamento","Almagro",4,2,78,184000
"Departamento","Almagro",4,2,90,229000
"Departamento","Palermo",4,3,150,385000
"Departamento","Palermo",4,2,190,398000
"Departamento","Palermo",4,1,72,232000
"Departamento","Palermo",4,2,85,210000
"Departamento","Palermo",4,2,73,245000
"Departamento","Palermo",4,3,168,384500
"Departamento","Palermo",4,2,99,240000
"Departamento","Palermo",4,2,155,880000
"Departamento","Palermo",4,2,155,880000
"Departamento","Palermo",4,1,98,330000
"Departamento","Palermo",4,3,168,384500
"Departamento","Palermo",4,2,126,450000
"Departamento","Palermo",4,2,160,405000
"Departamento","Belgrano",4,4,160,950000
"Departamento","Belgrano",4,2,160,405000
"Departamento","Belgrano",4,3,178,429000
"Departamento","Belgrano",4,3,81,255000
"Departamento","Belgrano",4,3,152,499000
"Departamento","Belgrano",4,2,156,639000
"Departamento","Belgrano",4,3,167,585000
"Departamento","Belgrano",4,2,91,300000
"Departamento","Belgrano",4,3,167,550000
"Departamento","Congreso",4,2,110,170000
"Departamento","Floresta",4,2,76,160000
"Departamento","Recoleta",4,2,116,360000
"Departamento","Recoleta",4,2,169,550000
"Departamento","Recoleta",4,2,190,398000
"Departamento","Recoleta",4,1,121,330000
"Departamento","Balvanera",4,1,190,320000
"Departamento","Balvanera",4,1,56,143000
"Departamento","Caballito",4,3,99,178000
"Departamento","Caballito",4,2,136,320000
"Departamento","Caballito",4,2,210,380000
"Departamento","Caballito",4,4,200,524200
"Departamento","Caballito",4,3,116,385000
"Departamento","Caballito",4,2,137,339000
"Departamento","Chacarita",4,3,140,530000
"Departamento","Chacarita",4,1,95,180000
"Departamento","Barrio Norte",4,2,190,398000
"Departamento","Barrio Norte",4,1,157,480000
"Departamento","Barrio Norte",4,3,150,420000
"Departamento","Barrio Norte",4,1,174,465000
"Departamento","Barrio Norte",4,1,98,360000
"Departamento","Barrio Norte",5,2,105,315000
"Departamento","Barrio Norte",4,2,99,230000
"Departamento","Barrio Norte",4,1,121,330000
"Departamento","Villa Crespo",4,3,89,219000
"Departamento","Villa Crespo",4,2,78,184000
"Departamento","Villa Crespo",4,1,95,179000
"Departamento","Villa Crespo",4,2,117,249500
"Departamento","Villa Crespo",4,2,98,260000
"Departamento","Villa Crespo",4,2,94,232900
"Departamento","Villa Crespo",4,2,80,181000
"Departamento","Villa Crespo",4,2,99,225000
"Departamento","Puerto Madero",4,3,120,650000
"Departamento","San Cristobal",4,2,67,179000
"Departamento","San Cristobal",4,1,130,169000
"Departamento","Villa Urquiza",4,3,167,550000
"Departamento","Villa Urquiza",4,3,167,585000
"Departamento","Velez Sarsfield",4,2,260,300000
"Departamento","Villa Santa Rita",4,2,76,160000
"Departamento","Parque Centenario",4,3,154,350000
"Departamento","Parque Centenario",4,3,89,219000
"Departamento","Parque Centenario",4,2,136,320000
"PH","Almagro",5,2,107,200000
"PH","Palermo",5,3,160,375000
"PH","Paternal",5,2,114,268000
"PH","Paternal",5,2,149,260000
"PH","Paternal",5,2,140,249000
"PH","Caballito",5,2,149,260000
"PH","Chacarita",5,1,156,280000
"PH","Villa Crespo",5,2,149,280000
"PH","Villa del Parque",5,3,100,288000
"Departamento","Once",5,1,130,169000
"Departamento","Abasto",5,2,145,330000
"Departamento","Almagro",5,2,145,329000
"Departamento","Palermo",5,3,138,355000
"Departamento","Recoleta",5,3,270,800000
"Departamento","Recoleta",7,3,248,790000
"Departamento","Caballito",5,2,210,380000
"Departamento","Caballito",5,4,200,351000
"Departamento","Caballito",5,2,210,380000
"Departamento","Barrio Norte",4,4,138,340000
"Departamento","Villa Crespo",5,3,120,249900
"Departamento","Villa Crespo",5,2,210,380000
"Departamento","Villa Crespo",5,2,121,271500
"Departamento","San Cristobal",5,1,130,169000
"Departamento","Villa del Parque",5,2,118,289000
"PH","Once",8,1,180,299000
"Casa","Belgrano",1,1,210,420000
"Departamento","Boedo",1,1,44,121000
"Departamento","Nuñez",1,2,69,155000
"Departamento","Coghlan",1,1,38,100000
"Departamento","Palermo",1,1,41,150000
"Departamento","Floresta",1,1,37,85000
"Departamento","Recoleta",1,1,56,215000
"Departamento","Barrio Norte",1,1,45,160000
"Departamento","Villa Crespo",1,1,39,79000
"Departamento","Villa Crespo",1,1,40,99000
"Departamento","Villa Crespo",1,1,40,113900
"Departamento","Villa Crespo",1,1,40,100700
"Departamento","Villa Crespo",1,1,40,102000
"Departamento","Villa del Parque",1,1,43,100000
"PH","Almagro",2,1,48,99000
"PH","Palermo",2,1,45,125000
"PH","Versalles",2,1,57,120000
"PH","Versalles",2,1,57,125000
"PH","Villa del Parque",2,1,100,125000
"PH","Parque Centenario",2,1,48,99000
"Departamento","Boedo",2,1,80,175000
"Departamento","Boedo",2,1,45,75900
"Departamento","Flores",2,1,44,85000
"Departamento","Almagro",2,1,56,137000
"Departamento","Almagro",2,1,41,97000
"Departamento","Almagro",2,1,48,101000
"Departamento","Almagro",2,1,47,135000
"Departamento","Belgrano",2,1,36,115000
"Departamento","Recoleta",2,1,43,165000
"Departamento","Caballito",2,1,52,125000
"Departamento","Caballito",2,1,30,73000
"Departamento","Colegiales",2,1,55,175000
"Departamento","Barrio Norte",2,1,42,115000
"Departamento","Villa Crespo",2,1,47,135000
"Departamento","Villa Crespo",2,1,43,119000
"Departamento","Parque Patricios",2,1,45,70000
"Departamento","Parque Centenario",2,1,37,85000
"Departamento","Parque Centenario",2,1,50,109800
"PH","Palermo",3,2,84,260000
"PH","Villa Devoto",3,1,143,210000
"Departamento","Boedo",3,2,53,153000
"Departamento","Boedo",3,2,73,211500
"Departamento","Boedo",3,2,73,212000
"Departamento","Boedo",3,2,73,239000
"Departamento","Flores",3,1,127,185000
"Departamento","Almagro",3,2,70,175000
"Departamento","Almagro",3,1,58,150000
"Departamento","Almagro",3,1,49,153000
"Departamento","Almagro",3,1,58,95000
"Departamento","Palermo",3,1,66,174000
"Departamento","Belgrano",3,2,64,230000
"Departamento","Belgrano",3,3,160,680000
"Departamento","Recoleta",3,3,122,365000
"Departamento","Recoleta",3,2,82,242000
"Departamento","Colegiales",3,2,94,360000
"Departamento","Colegiales",3,3,99,260000
"Departamento","Colegiales",3,1,55,110000
"Departamento","Colegiales",3,3,99,270000
"Departamento","Villa Crespo",3,1,90,275000
"Departamento","Villa Crespo",3,1,75,149000
"Departamento","Villa Crespo",3,1,65,140000
"Departamento","Villa Crespo",3,1,64,133000
"Departamento","Parque Centenario",3,1,90,275000
"PH","Villa Devoto",4,1,133,170000
"Departamento","Flores",4,4,220,350000
"Departamento","Almagro",4,2,107,298000
"Departamento","Almagro",4,2,124,220000
"Departamento","Palermo",4,1,72,232000
"Departamento","Palermo",4,1,132,309000
"Departamento","Palermo",4,4,147,700000
"Departamento","Palermo",4,3,168,385000
"Departamento","Belgrano",4,2,169,660000
"Departamento","Belgrano",4,2,89,470000
"Departamento","Belgrano",4,1,61,160000
"Departamento","Belgrano",4,2,165,295000
"Departamento","Recoleta",4,2,85,265000
"Departamento","Recoleta",4,2,156,460000
"Departamento","Balvanera",4,1,56,143000
"Departamento","Caballito",4,2,107,298000
"Departamento","Caballito",4,1,100,190000
"Departamento","Villa Luro",4,2,156,585000
"Departamento","Barrio Norte",4,3,160,499000
"Departamento","Barrio Norte",4,2,113,300000
"Departamento","Barrio Norte",4,3,94,365000
"Departamento","Villa Crespo",4,1,132,309000
"Departamento","Villa Urquiza",4,2,100,320000
"Departamento","Parque Chacabuco",4,2,88,249500
"PH","Mataderos",5,3,157,168000
"Casa","Boedo",5,2,160,265000
"Casa","Pompeya",5,2,160,265000
"Casa","Barracas",5,2,160,265000
"Casa","Parque Patricios",5,2,160,265000
"Departamento","Retiro",5,3,133,370000
"Departamento","Recoleta",5,3,212,470000
"Departamento","Villa Crespo",5,3,170,410000
"PH","Palermo",4,2,190,365000
"PH","Balvanera",2,1,73,95000
"PH","Caballito",4,2,132,255000
"PH","San Telmo",4,1,78,145000
"PH","Villa del Parque",4,2,150,258000
"PH","Villa del Parque",3,1,89,130000
"Departamento","Once",3,1,63,115000
"Departamento","Boedo",2,1,28,112000
"Departamento","Boedo",3,1,79,140000
"Departamento","Nuñez",2,1,78,208000
"Departamento","Nuñez",4,1,64,185000
"Departamento","Nuñez",4,2,82,239000
"Departamento","Retiro",3,2,132,380000
"Departamento","Almagro",2,1,46,159000
"Departamento","Liniers",3,1,68,130000
"Departamento","Palermo",2,1,56,177000
"Departamento","Palermo",4,4,165,885000
"Departamento","Palermo",3,2,82,230000
"Departamento","Palermo",2,2,82,230000
"Departamento","Palermo",4,2,86,261000
"Departamento","Barracas",3,2,81,250000
"Departamento","Belgrano",4,1,116,295000
"Departamento","Belgrano",4,2,232,625000
"Departamento","Belgrano",4,2,118,395000
"Departamento","Belgrano",3,1,67,205000
"Departamento","Belgrano",5,3,172,520000
"Departamento","Belgrano",4,2,92,289000
"Departamento","Floresta",2,1,44,75000
"Departamento","Recoleta",3,1,149,275000
"Departamento","Recoleta",3,2,129,390000
"Departamento","Recoleta",3,1,145,395000
"Departamento","Recoleta",1,1,41,165000
"Departamento","Recoleta",4,3,130,380000
"Departamento","Recoleta",4,2,112,470000
"Departamento","Saavedra",2,1,49,148900
"Departamento","Balvanera",3,1,63,115000
"Departamento","Balvanera",4,2,130,230000
"Departamento","Balvanera",5,4,211,595000
"Departamento","Caballito",4,2,72,168000
"Departamento","Caballito",3,1,54,153000
"Departamento","Caballito",3,1,72,229000
"Departamento","Caballito",2,1,32,84500
"Departamento","Mataderos",4,2,155,280000
"Departamento","Barrio Norte",4,2,87,159000
"Departamento","Barrio Norte",3,2,116,465000
"Departamento","Barrio Norte",3,2,89,395000
"Departamento","San Nicolás",4,2,206,275000
"Departamento","San Nicolás",3,2,160,310000
"Departamento","Villa Crespo",4,1,139,265000
"Departamento","Villa Crespo",3,2,71,169000
"Departamento","Villa Devoto",1,1,33,85000
"Departamento","Villa Devoto",3,1,109,162000
"Departamento","Villa Devoto",1,1,33,85000
"Departamento","Villa Devoto",2,1,64,190000
"Departamento","Villa Devoto",2,1,56,170000
"Departamento","Villa Devoto",2,1,56,170000
"Departamento","Villa Urquiza",2,1,39,116000
"Departamento","Villa Urquiza",1,1,41,119900
"Departamento","Villa Urquiza",3,1,81,300000
"Departamento","Villa Urquiza",3,1,76,252000
"Departamento","Villa Urquiza",4,2,140,520000
"Departamento","Villa Urquiza",3,1,64,210000
"Departamento","Parque Chacabuco",2,2,72,150000
"Departamento","Centro / Microcentro",3,1,61,130000
"Departamento","Almagro",2,1,30,78000
"Departamento","Palermo",1,1,30,83000
"Departamento","San Telmo",2,1,34,70000
"Departamento","Retiro",2,1,35,70000
"Departamento","Belgrano",2,1,35,130000
"Departamento","Belgrano",2,1,36,92000
"Departamento","Villa Devoto",1,1,36,120000
"Departamento","Villa Urquiza",2,1,36,92000
"Departamento","Caballito",1,1,37,120000
"Departamento","San Nicolás",2,1,37,115000
"Departamento","Villa Devoto",1,1,37,120000
"Departamento","Coghlan",2,1,38,115000
"Departamento","Congreso",2,1,40,120000
"Departamento","Villa del Parque",2,1,40,99800
"Departamento","Palermo",2,1,42,115000
"Departamento","Belgrano",2,1,42,120000
"PH","Floresta",2,1,43,88000
"Departamento","Barracas",3,1,48,125000
"Departamento","Almagro",3,1,50,80000
"Departamento","Floresta",2,1,50,110000
"Departamento","Villa Ortuzar",2,1,50,110000
"Departamento","Recoleta",3,1,52,160000
"Departamento","Palermo",2,1,55,310000
"Departamento","Villa Pueyrredón",3,1,60,189000
"Departamento","Palermo",3,2,62,173000
"Departamento","Barrio Norte",3,2,62,173000
"Departamento","Villa Urquiza",3,1,62,160000
"Departamento","Palermo",2,1,70,230000
"Departamento","Nuñez",3,1,75,345000
"Departamento","Chacarita",3,1,75,156000
"Departamento","Villa Crespo",3,1,75,156000
"Departamento","Palermo",3,2,90,340000
"Departamento","Palermo",3,2,90,316000
"Departamento","Caballito",4,1,120,320000
"Departamento","Belgrano",2,1,56,171000
"PH","Palermo",2,1,80,240000
"PH","Floresta",2,1,54,124666
"PH","Villa Crespo",6,3,179,230000
"PH","Villa Crespo",3,1,92,165000
"Departamento","Abasto",1,1,33,94050
"Departamento","Flores",1,1,36,85000
"Departamento","Almagro",1,1,34,104700
"Departamento","Palermo",2,1,46,147000
"Departamento","Palermo",1,1,47,189800
"Departamento","Palermo",1,1,40,159269
"Departamento","Palermo",1,1,40,151340
"Departamento","Palermo",1,1,53,99000
"Departamento","Palermo",1,1,47,194545
"Departamento","Palermo",2,1,39,165000
"Departamento","Belgrano",1,1,34,102000
"Departamento","Belgrano",3,2,160,550000
"Departamento","Belgrano",1,1,30,99000
"Departamento","Floresta",1,1,45,105000
"Departamento","Caballito",1,1,37,86000
